id,product_id,image_url,is_featured,position,sort_order,alt_text,created_at
"a2c757b9-5813-4664-a0c3-ac74c9fce6f2","b6bc6cfb-5890-4ba3-971e-4b21b7174656","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/foam-flowers/premium-foam-flowers-pack-coral.png","false","13","13","Premium Foam Flowers Pack (100pcs) - Coral","2026-07-24T19:08:32.556Z"
"c210747f-db52-43d6-9291-6382ed84f6b7","b6bc6cfb-5890-4ba3-971e-4b21b7174656","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/foam-flowers/premium-foam-flowers-pack-gold.png","false","14","14","Premium Foam Flowers Pack (100pcs) - Gold","2026-07-24T19:08:32.556Z"
"57f26609-7dc4-45b7-bce3-c3583faf3a42","b6bc6cfb-5890-4ba3-971e-4b21b7174656","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/foam-flowers/premium-foam-flowers-pack-pink.png","false","15","15","Premium Foam Flowers Pack (100pcs) - Pink","2026-07-24T19:08:32.556Z"
"e27a7448-889c-46bf-9846-a75886f5b5d7","b6bc6cfb-5890-4ba3-971e-4b21b7174656","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/foam-flowers/premium-foam-flowers-pack-orange.png","false","16","16","Premium Foam Flowers Pack (100pcs) - Orange","2026-07-24T19:08:32.556Z"
"d3daf65e-2a9d-435a-a4fe-71153681921a","b6bc6cfb-5890-4ba3-971e-4b21b7174656","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/foam-flowers/premium-foam-flowers-pack-light-blue.png","false","17","17","Premium Foam Flowers Pack (100pcs) - Light-blue","2026-07-24T19:08:32.556Z"
"4a31881c-04cc-4c62-8cd2-731aee19287d","b6bc6cfb-5890-4ba3-971e-4b21b7174656","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/foam-flowers/premium-foam-flowers-pack-lime-green.png","false","18","18","Premium Foam Flowers Pack (100pcs) - Lime-green","2026-07-24T19:08:32.556Z"
"b87c0f2e-8bd1-4e24-9323-40652a72b98e","b6bc6cfb-5890-4ba3-971e-4b21b7174656","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/foam-flowers/premium-foam-flowers-pack-purple.png","false","19","19","Premium Foam Flowers Pack (100pcs) - Purple","2026-07-24T19:08:32.556Z"
"269e1575-3338-4ef9-800d-9308fad06043","a19e6bc5-620e-4c38-97d2-92a8505ab9a4","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/decorative-balls/handcrafted-small-gold-zari-balls-main.png","true","0","0","Handcrafted Small Gold Zari Balls (10pcs)","2026-07-24T19:08:32.556Z"
"5d0247de-cc8f-435b-90c1-28d47dd3e112","b5b31b23-129d-423a-b1c3-7d892cf8584f","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/bells/conical-golden-filigree-bells-main.png","true","0","0","Conical Golden Filigree Bells (10pcs)","2026-07-24T19:08:32.556Z"
"e417dae7-deb3-4b29-8d16-96b5370f99c0","c09f6f44-c922-438a-a0bc-c7c9d3394d21","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/artificial-flowers/metallic-gold-ribbon-flowers-main.png","true","0","0","Metallic Gold Ribbon Flowers","2026-07-24T19:08:32.556Z"
"0e695527-2581-4a5d-8fd0-a724a5bbb39b","bb6e65dd-6893-4ee9-ae1e-d8e8f8d0f9bf","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/beads/ribbed-barrel-plastic-spacer-beads-main.png","true","0","0","Ribbed Barrel Plastic Spacer Beads","2026-07-24T19:08:32.556Z"
"18ccf0d7-612f-4d16-b2d2-c7e27000083c","c9898aad-bd1b-44e6-9f9e-5a1bb8e31945","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/beads/ribbed-pumpkin-plastic-spacer-beads-main.png","true","0","0","Ribbed Pumpkin Plastic Spacer Beads","2026-07-24T19:08:32.556Z"
"08e51747-d92b-43e6-8113-490fc7ef7d72","74e5dc0c-1da9-4bcb-8f14-32051ef80c80","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/decorative-items/mdf-laser-cut-red-lotus-wall-hangings-main.png","true","0","0","MDF Laser Cut Red Lotus Wall Hangings (10pcs)","2026-07-24T19:08:32.556Z"
"b06e84d4-1961-42b0-bd19-d44c68daf2cc","ee22c2bd-1925-4e49-aa45-c81a208f5127","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/artificial-flowers/artificial-satin-rose-flowers-collage.png","true","0","0","Artificial Satin Rose Flowers","2026-07-24T19:08:32.556Z"
"027aef76-7b12-4ff4-966d-7b28cd097d6e","ee22c2bd-1925-4e49-aa45-c81a208f5127","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/artificial-flowers/artificial-satin-rose-flowers-yellow.png","false","1","1","Artificial Satin Rose Flowers - Yellow","2026-07-24T19:08:32.556Z"
"16c6b795-e371-40cb-8a41-166579d11db8","ee22c2bd-1925-4e49-aa45-c81a208f5127","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/artificial-flowers/artificial-satin-rose-flowers-white.png","false","2","2","Artificial Satin Rose Flowers - White","2026-07-24T19:08:32.556Z"
"664dd2d1-57e0-44dc-b73c-e5b1ae924e93","ee22c2bd-1925-4e49-aa45-c81a208f5127","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/artificial-flowers/artificial-satin-rose-flowers-pink.png","false","3","3","Artificial Satin Rose Flowers - Pink","2026-07-24T19:08:32.556Z"
"a4d7cb00-01c8-46cd-aa02-cb8c56703975","ee22c2bd-1925-4e49-aa45-c81a208f5127","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/artificial-flowers/artificial-satin-rose-flowers-red.png","false","4","4","Artificial Satin Rose Flowers - Red","2026-07-24T19:08:32.556Z"
"8d1d8dfb-f492-4275-98b4-8279a6d3e1a9","e961b905-74c0-414d-8b46-37ab1d6e6ba5","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/plastic-flower-parts/snowflake-plastic-flower-separators-main.png","true","0","0","Snowflake Plastic Flower Separators","2026-07-24T19:08:32.556Z"
"6959e373-cf9a-4476-a24e-daa216da259f","e961b905-74c0-414d-8b46-37ab1d6e6ba5","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/plastic-flower-parts/snowflake-plastic-flower-separators-packaging.png","false","1","1","Snowflake Plastic Flower Separators - Packaging","2026-07-24T19:08:32.556Z"
"97006d2f-263c-4ca3-acd7-2eb7fe91fbaf","9ea93086-e56c-40f3-8480-f03558fa91e1","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/plastic-flower-parts/six-arm-cup-plastic-flower-separators-main.png","true","0","0","Six-Arm Cup Plastic Flower Separators","2026-07-24T19:08:32.556Z"
"a16650da-649e-4e95-bdb9-db07d9f842d7","9ea93086-e56c-40f3-8480-f03558fa91e1","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/plastic-flower-parts/six-arm-cup-plastic-flower-separators-closeup.png","false","1","1","Six-Arm Cup Plastic Flower Separators - Closeup","2026-07-24T19:08:32.556Z"
"7cec14f6-74d4-4b8e-9f8a-fe6b9140e793","b3641dbe-f819-4a12-8097-68495890c9d1","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/decorative-items/mdf-hand-painted-kamadhenu-cow-cutouts-main.png","true","0","0","MDF Hand-Painted Kamadhenu Cow Cutouts (Pair)","2026-07-24T19:08:32.556Z"
"d0781c05-bd05-431f-8856-9ce0d7736bc9","b4dc98a3-7c8b-4c3c-b273-9e758cfba26b","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/decorative-balls/handcrafted-large-gold-zari-balls-main.png","true","0","0","Handcrafted Large Gold Zari Balls (10pcs)","2026-07-24T19:08:32.556Z"
"5240c437-173f-47e0-885e-ab98b44afa9e","838dc544-8dc4-479a-94f8-ec6feb21c1c3","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/plastic-flower-parts/trumpet-lily-shape-plastic-flower-separators-main.png","true","0","0","Trumpet Lily Shape Plastic Flower Separators","2026-07-24T19:08:32.556Z"
"e6f26003-5ae4-4f49-9a4a-53aaf1e6abb8","21fcaeb1-9190-4230-bcb1-44652b1da9eb","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/plastic-flower-parts/eight-pointed-bud-plastic-flower-separators-main.png","true","0","0","Eight-Pointed Bud Plastic Flower Separators","2026-07-24T19:08:32.556Z"
"8f473970-7596-4f6e-bf10-acd3b331d7f4","8d132ffa-3746-4416-a86a-d514d9183bd2","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/plastic-flower-parts/six-arm-bell-plastic-flower-separators-main.png","true","0","0","Six-Arm Bell Plastic Flower Separators","2026-07-24T19:08:32.556Z"
"1ea8ffee-d26d-47b7-a617-a867a82eec68","965bcc54-3288-417c-99a5-0444e05066b9","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/plastic-flower-parts/jasmine-shape-plastic-flower-separators-main.png","true","0","0","Jasmine Shape Plastic Flower Separators","2026-07-24T19:08:32.556Z"
"dcdd9769-9cb7-47c0-a740-4b27a58a79db","1f703795-dccf-4ca3-8b8a-b035bc6fa0ad","https://tqpybretaouglwcgzqvb.supabase.co/storage/v1/object/public/product-images/products/threads/kit-cotton-garland-thread-no-10-main.png","true","0","0","Kit Cotton Garland Thread No. 10","2026-07-24T19:08:32.556Z"
